overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1.0,False,"01 30, 2008",A3SSSVZHCZDCVG,B000UY3O22,,capndino,"After purchase from a local store in late November 2007, I followed the written instructions for setup.  Software installation would stop at 96%; hit cancel and it all uninstalls.  Spent hours on phone with HP tech support (Philippines, I think).  At one point they took remote control of my computer for 3 1/2 hours, told me to reboot and call back if there still was a problem.  There was.

After repeated uninstalls and reinstalls was able to get printer to function, but not in duplex mode.  Tech support personnel were polite and patient, wait time was short, language and understanding was sometimes a problem.

Scanning would not work using their software, however, I could scan pictures using third party programs.  The tech support guy thought that I ""should live with that"".  OCR and text scanning never would work.

More phone calls and installs and uninstalls, got it to print; intermittently in duplex mode.  Then had numerous error messages that popped up at random times and often would not cancel.  I made numerous requests to replace the printer and/or speak to a supervisor or engineer.  All requests were refused.

Now I tried email tech support (online chat never worked).  Received copius pages of links and suggestions on various alternate methods to install and reinstall.  Spent hours detailing the problems and continued to receive duplicate suggestions to fix the problems, none of which worked.

Also went on internet and googled the various error messages and software and installation problems.  Found out that most of these problems with this series of HP printers was very common and that there were few solutions offered.

Fortunately the store had a 90 day return policy and I packed up everything and took it back for a full refund.

Remember, save your boxes and packing material until all your warranties expire!",Numerous install and software problems,1201651200,12,
1.0,False,"02 28, 2012",A2TPYKJPGXJ529,B00KKXYTHC,,C. Essner,"These are awful; don't waste your money; they are so broad you can't highlight text accurately.  Before you know it you are highlighting the line below which you are trying to highlight, or both the line you intended to highlight and the one directly beneath it.  WASTE OF MONEY.  Not up to SHARPIE BRAND NAME STANDARDS...",Can't believe Sharpie puts their name on these...,1330387200,,
1.0,True,"09 5, 2016",A2EE1DYO5N5DKY,B00K167CSQ,"{'Size:': ' 0.5mm', 'Color:': ' Black', 'Style:': ' Needle'}",FrontLineTrainer,"bought a 12pk.  We are currently 0 for 2...Now i'm too dang nervous to use any of the others, I've ruined 2 uniform shirts after these refills started leaking....and they were only about 1/4 of the way through the ink.  So I'm throwing away 75% of the ink.  Not happy at all.  Will NOT be buying ANY more Pentel Products!!!!!!

**UPDATE**  Finished the pack...got full use of 2 refills...other 10 I averaged 25% or less of the ink before they started leaking all over my uniforms.",They ALL LEAK...RUIN SHIRTS....DO NOT BUY!!!,1473033600,,
1.0,True,"05 7, 2016",A1PD54JJ6PY9FF,B001037LGC,{'Style Name:': ' Pencil/Supply Holder (Expandable)'},Mark Twain,"It sounds good but in practice the construction of this thing is such that very rickety and doesn't sit flat in anything but the closed position.  The expanding mechanism is very poor quality. Cannot use this, returned to amazon.",Does not sit flat.  Expandable function makes this thing too rickety,1462579200,,
1.0,True,"05 25, 2017",A2EIO9IW5UM0IV,B00KDIUBO4,{'Color:': ' Black'},BARBARA A. RICHARDSON,"My last 2 purchases of this ink cartridge does not work.  The color works, but not the black.  I wasted a lot of time trying to clean and align printer heads thinking there was a problem with my machine, but after reading reviews I discovered there is a lot of black ink duds out there.  Of course it is past the return date so it doesn't pay to have extra on hand because they are wasted when they don't work and you can't return them.  So today I have to look around town to see if I can get one local.","Black DUD cartridges, BEWARE!!!",1495670400,2,
1.0,True,"03 29, 2015",A2ZOM455T3LHS8,B000UY2TW8,,"Jason from Arlington, TX",It got a tear with only about a month of light use.  I loved it before then but one day the stuffing started coming out and had to throw it away because it was such a mess.,I loved it before then but one day the stuffing started ...,1427587200,,
1.0,True,"02 10, 2015",A24PNVLQKEOZ2N,B00JXLGF06,,Westerner,"Review after 9 months:

- Constant print alignment problems
- Smearing
- Skipped lines
- Heavy color ink usage even though I almost never print color or pictures
- Black ink runs out fast even though I use the faded-grey draft mode for more than half my prints

The quality problems are so persistent and grievous that I can't imagine using this for business.  I use it primarily to print worksheets for my two kids, and UPS return labels.  Every time I try to use it for something where quality matters, it disappoints.

If this was truly low-initial-cost printer (40 dollar job), then I would accept getting what I paid for.  While this is still an inexpensive printer, the ink costs add up quickly and I will have to consider dumping this since it cannot print anything decently and is too costly to print casually.

Note: The printer will not print black if I select black-only if even one color cartridge is reported empty.  I'm disappointed that the Epson is deliberately set up to stop printing black just because a color cartridge is out and did not allow a workaround to print black only. Shame.

I've found the scanner produces poor image quality.  I would like to scan my children's artwork on paper, but I get better results taking a picture of it with a camera.  I suppose the scanner function works adequately if you're just using it to replace fax.

Printing can be good quality if the right ""inkjet"" paper is used so it doesn't bleed too much.  I think this is the first inkjet I've had where I won't regret having it instead of a laser printer, but I also wouldn't replace the lasers at the office with anything like this.  It's definitely a home, personal or small office, low-productivity printer, and it has limited page sizes.  Personally, the thing I miss the most is double-sided 11x17, but admittedly that is another category/price-range.

I have done some photo prints on this, which I would not plan to do regularly.  This is not a photo printer.  I used photo paper to print some proof-of-concepts for an offset print project.  The print quality was quite good, but the printer left roller marks with many tiny pin prick dents on the paper.  There may be an adjustment for this, but it's not worth it to me to figure out.  It was awkward enough just changing paper sizes and orientation with the poor user interface.  For photo printing, I still prefer a laser-exposure mini-lab type system (Fuji Frontier etc.) - In other words, I send it out to a service.

I frequently have alignment problems with the printer.  I get places on the page where the image is shifted left or right.  I've run the print head alignment utility several times but it still has alignment problems on occasion.",The printer will not print black if I select black-only ...,1423526400,6,
1.0,False,"10 24, 2017",AKT9P0HMX1D4U,B01122JEHE,{'Style:': ' New Printer'},D. Parikh,"Purchased this a while ago.  The problem is that there is a long print delay between when you print a document and it actually prints.  I have talked to Apple about the issue, and they said its Epson's driver that's causing the problem.

So this might not be ideal if you are using a Mac.",Long Print Lags on Mac Computers.,1508803200,,
1.0,True,"10 5, 2017",AVKBVYUFGLX5F,B0013CETYM,"{'Size:': ' Letter', 'Package Quantity:': ' 1'}",John Dulin,"It's hard to believe this company claims these folders could hold 100 pages much less 10.  I'd call them flimsy, poorly designed junk if
I were to write a review.  Spend a little extra money for something substantial, without holes in the bottom.  These folders are made of
paper about as thick as a cheap index card.",Not worth the money - FLIMSY,1507161600,,
1.0,True,"03 3, 2013",A2H0T0PY5IMEFX,B0046TBJEM,,Alan Dale Daniel,"Hooked it up to my Mac, running Mountain Lion, and nothing.  The Mac never recognized the Omni was hooked up.  I tried for quite a while to get it to work.  I used different USB ports, and followed the minimal instructions over and over again trying to get the computer to scan.  Nothing worked.  It was a complete failure.

AD2",Failed to Work,1362268800,2,
1.0,True,"08 6, 2014",A2401WL2JT1V17,B005QAQFFS,{'Style:': ' Shredder'},DG,"Broke almost immediately, returned it for refund",Broke first day,1407283200,,
1.0,True,"10 1, 2015",A2XLQMTZ02JZZF,B00I8OB91O,"{'Size:': ' 8-Count', 'Color:': ' Assorted Colors', 'Package Type:': ' Standard Packaging'}",Amazon Customer,"Half of these pens were dried out when I received them, and the other half only lasted about 3 uses before they dried out as well!  Very disappointed.",Very disappointed.,1443657600,,
1.0,False,"04 21, 2012",A2LOCNLCDMUKS0,B0011UXSHK,,Kindle Customer,"Sent one back a couple of years ago because the sound quality was terrible. Just spent over two hours ""chatting"" with four different techs.  They could not even get it to work.  This one goes back tomorrow.",Techs could never get it to work.,1334966400,2,
1.0,True,"10 17, 2016",A5H8NA5CJ0FK4,B01E8XA89W,{'Color:': ' 1 Black'},K.,"I have been buying Canon PG-240 XL cartridges on a consistent basis for about five years now. I have to buy a new cartridge on average every six months. THIS stinking ""cartridge"" has lasted me less than THREE WEEKS and I am already having to purchase a new one! Nothing has changed about my printing habits at all. I'm incredibly annoyed AND mad at myself that saving a few bucks purchasing this has caused me such a headache. I'll NEVER buy this again.","NOT worth the ""savings""",1476662400,,
1.0,True,"11 24, 2017",A2PO164BXP8RO8,B0048LMNP2,"{'Size:': ' 3 Handsets', 'Style:': ' Expandable'}",Stu,I had to return this item.  This phone does not work with regular phones,Caution.  Doesn't work with regular ATT phones,1511481600,,
1.0,True,"12 29, 2014",AJZM55KWK8T05,B00IMJ2L62,,LoC,"repeat order,  2nd one never showed up.  the first one, some come off after 1 washing.  not sure i will order it again.",not ideal,1419811200,,
1.0,True,"01 23, 2015",A2PDF08SCGJMEQ,B00006IF1K,,"Susan D. Delaney, MD, MS, author","Nowhere in the product listing does it mention that the price is for only TWELVE FOLDERS!

TWELVE FOLDERS!!!!

I had just ordered ONE HUNDRED bright colored folders for $15. Silly me, I assumed that for $14+ I'd be getting more than 12 folders.

I find this a huge, misleading, weasel words rip-off!!!

I will never buy this product again.",Weasel Words. WATCH OUT! This price is for TWELVE FOLDERS ONLY!,1421971200,4,
